index_content,word,nature,emotion
668,股和债,n,0
668,缺乏,v,0
668,接力,v,0
668,倒,v,0
669,缺口,n,1
669,回补,v,1
669,筑,v,1
669,底,f,1
669,成功,a,1
669,碎步,n,1
669,反弹,v,1
669,持续,vd,1
669,中,f,1
669,目标,n,1
669,前方,f,1
670,买入,v,1
670,买入,v,1
670,买入,v,1
670,买入,v,1
670,上涨,v,1
671,抗跌,v,0
671,第一,m,0
671,涨停,v,0
672,医药,n,0
672,股,q,0
672,上涨,v,0
672,双刃剑,nr,0
672,新冠,n,0
672,疫情,n,0
672,全国,n,0
672,唯一,b,0
672,聚,v,0
673,一堆,m,1
673,隔,v,1
673,鲸,ng,1
673,落,v,1
673,万物,n,1
673,生,v,1
673,几瓶,m,1
673,酒,n,1
673,权重,n,1
673,占,v,1
673,太大,ns,1
673,权重,n,1
674,明天,t,0
674,酒股,n,0
674,大跌,v,0
674,回调,v,0
674,减少,v,0
674,份额,n,0
675,同情,n,1
675,做空,n,1
675,回补,v,1
675,想想,v,1
675,做,v,1
675,空,n,1
675,狠劲,a,1
675,现,tg,1
676,指数,n,0
676,下行,v,0
676,午后,t,0
676,板块,n,0
676,操作,v,0
677,拉,v,1
677,大盘,n,1
677,大盘,n,1
678,清仓,nr,0
678,砸,v,0
678,客气,n,0
679,跌,v,1
679,真的,d,1
679,永无,b,1
679,牛市,n,1
680,一键,n,1
680,清仓,nr,1
680,目标,n,1
680,元,m,1
680,做空,n,1
680,回补,v,1
680,报仇,v,1
681,套,v,0
681,一大批,m,0
681,追高,v,0
681,韭菜,n,0
681,明天,t,0
681,阴跌,v,0
682,卖空,n,0
682,抄底,n,0
682,本事,r,0
682,抄底,n,0
683,套得,v,1
683,好紧,d,1
684,牛,n,1
684,逼,v,1
684,专套,n,1
684,外资,n,1
685,套,v,1
685,一大批,m,1
685,追高,v,1
685,韭菜,n,1
685,阴跌,v,1
687,涨停,v,1
688,最低,a,1
688,低,a,1
688,吴令宇,nr,1
689,跳空,vn,1
689,拉高,nrt,1
689,一网打尽,i,1
689,人民币,n,1
689,贬值,v,1
689,美元,q,1
689,反弹,v,1
690,季线,n,0
690,空头,n,0
690,下跌,v,0
690,下跌,v,0
690,下跌,v,0
690,卖出,v,0
690,卖出,v,0
690,卖出,v,0
691,短期,b,0
691,回调,v,0
691,加仓,v,0
691,新能源,n,0
691,医药,n,0
692,死,v,0
692,熊市,n,0
692,复盘,v,0
692,复盘,v,0
692,复盘,v,0
692,复盘,v,0
693,回,v,0
694,卖,v,0
694,亿多,m,0
694,不返,v,0
694,一点点,m,0
695,工作日,n,0
695,喝酒,v,0
696,老外,n,0
696,反,v,0
696,做,v,0
696,兄弟,n,0
696,砸,v,0
696,盘,q,0
696,欧耶,nr,0
697,扫盘,v,0
697,买,v,0
697,元,m,0
697,森赫,nr,0
698,接盘,v,1
698,侠点,n,1
698,赞,v,1
699,死,v,1
699,股市,n,1
699,没好,v,1
700,流出,v,1
700,七个,m,1
700,亿,m,1
700,能涨,v,1
700,牛,n,1
700,逼,v,1
701,周一,t,0
701,看门,v,0
701,红,a,0
702,加油,v,1
703,可逢,v,0
703,高换,v,0
703,元,m,0
703,森赫,nr,0
704,反弹,v,1
704,弱,a,1
704,预期,vn,1
704,危险,an,1
705,拉,v,0
705,停,v,0
706,关门打狗,n,1
706,赞赞,v,1
706,赞,v,1
707,涨,v,1
707,基金,n,1
707,抱,v,1
708,国内,s,0
708,基金,n,0
708,经理,n,0
708,韭菜,n,0
708,被,p,0
708,外资,n,0
708,抄底,n,0
709,加油,v,1
710,元祖,nr,1
710,股份,n,1
710,相媲美,z,1
710,食茅,n,1
710,元祖,nr,1
712,明天,t,1
712,下调,v,1
712,补缺,v,1
712,口,q,1
712,拭目以待,i,1
713,拉高,nrt,0
713,出货,v,0
713,线,n,0
713,周线,n,0
713,断头,v,0
713,铡,v,0
713,注意安全,nz,0
714,人民币,n,1
714,走,v,1
714,救,v,1
714,命,n,1
715,玩命,n,0
715,砸,v,0
716,少得瑟,nr,1
717,十级,m,0
717,反转,v,0
718,养老金,nr,1
718,不来,d,1
718,买,v,1
719,有个,r,1
719,缺口,n,1
719,补上,v,1
719,买入,v,1
720,说句实话,l,0
720,爱马仕,nr,0
720,贵,a,0
720,致癌,v,0
720,一级,m,0
720,致癌物,n,0
721,明天,t,0
721,大跌,v,0
722,元,m,0
722,股票,n,0
722,事,n,0
722,到达,v,0
722,元,m,0
723,上涨,v,0
723,坚定,a,0
723,元,m,0
723,动摇,v,0
724,高,a,1
724,出局,n,1
725,机构,n,0
725,鸡狗鸡狗鸡狗鸡狗,i,0
725,硬,a,0
725,拉,v,0
725,反正,d,0
725,基,n,0
726,会稽山,ns,1
727,加油,v,1
727,涨,v,1
727,连续,a,1
727,涨停,v,1
727,几天,m,1
728,股王,n,1
728,机会,n,1
728,风险,n,1
728,博弈,v,1
729,抱有幻想,i,1
729,赶紧,d,1
729,抛,v,1
729,走,v,1
730,一会,m,0
730,绿,a,0
731,大盘,n,1
731,绿,a,1
731,红,a,1
732,午,tg,1
732,评,v,1
732,跷跷板,n,1
732,效应,n,1
732,生存之道,l,1
732,两,m,1
732,市,n,1
732,处于,v,1
732,板块,n,1
733,东方,s,0
733,雨虹,nr,0
733,典型,n,0
733,炒作,v,0
733,扰乱,v,0
733,市场,n,0
733,证监会,j,0
733,出手,v,0
734,板块,n,0
734,个股,n,0
734,杀,v,0
734,四方,m,0
734,拉圾,n,0
734,玩意,n,0
735,重回,v,0
736,肯定,v,0
736,跌,v,0
736,块,q,0
737,戴维斯,nr,1
737,双击,b,1
737,成就,n,1
737,中药,n,1
737,板块,n,1
738,宁德,nr,0
738,主力,n,0
738,上周,t,0
739,砸盘,v,1
739,大盘,n,1
739,指数,n,1
739,下跌,v,1
740,想,v,1
740,健康,a,1
740,少,a,1
740,吃,v,1
740,喝,vg,1
740,泉,n,1
740,阳泉,nr,1
740,世界,n,1
740,水,n,1
740,成仙,n,1
741,第一,m,0
741,目标,n,0
741,立贴,n,0
741,证,n,0
741,目标,n,0
741,暂,d,0
741,发表,v,0
742,大跌,v,0
742,明天,t,0
742,涨,v,0
742,雨,n,0
742,朦朦,z,0
742,元,m,0
743,泡沫,n,0
744,买进,v,0
744,被套,a,0
744,住,v,0
744,套,q,0
744,多久,m,0
745,跑,v,1
745,拉高,nrt,1
745,出货,v,1
746,预测,vn,1
746,判断,v,1
747,抱团,n,1
747,取暖,v,1
747,终,d,1
747,瓦解,v,1
747,冰消雾散,i,1
747,故事,n,1
747,终,d,1
747,穷尽,a,1
747,末路,n,1
747,天价,n,1
748,高价,n,0
748,银行,n,0
748,股,q,0
749,十年,m,1
749,得意,v,1
750,倒车,v,0
750,接人么,l,0
751,当初,t,1
751,幸灾乐祸,i,1
751,朋友,n,1
751,祝你们,nr,1
751,浮,v,1
751,盈,vg,1
752,暴力,n,1
752,拉升,v,1
752,上涨,v,1
752,上涨,v,1
752,上涨,v,1
752,爱心,n,1
752,爱心,n,1
752,爱心,n,1
752,买入,v,1
753,元,m,0
753,平安,a,0
753,元,m,0
753,元,m,0
753,腾讯,nz,0
753,价,n,0
754,转发,v,1
754,重磅,n,1
754,底部,f,1
754,确立,v,1
754,三千元,m,1
754,目标,n,1
754,新一轮,nz,1
755,大笑,v,1
755,大笑,v,1
755,大笑,v,1
755,大笑,v,1
755,大笑,v,1
755,色,ng,1
755,色,ng,1
755,买入,v,1
755,买入,v,1
756,今早,t,0
756,清仓,nr,0
756,赚,v,0
756,一万,m,0
756,进,v,0
756,一百万,m,0
757,一瓶,m,0
757,水,n,0
757,价格,n,0
757,贵,a,0
757,离谱,n,0
757,回归,v,0
757,希望,v,0
758,明德,nr,1
758,生物,n,1
759,历史,n,1
759,倍,m,1
759,市盈率,n,1
759,顶不住,v,1
760,第一股,m,0
760,服务,vn,0
761,流出,v,0
761,四个,m,0
761,亿,m,0
761,涨,n,0
761,说,v,0
761,明天,t,0
761,跌,v,0
761,惨,a,0
761,关灯,n,0
762,清仓,nr,0
762,大戏,n,0
762,换股,nz,0
762,明德,nr,0
762,生物,n,0
762,上涨,v,0
762,上涨,v,0
762,上涨,v,0
763,反弹,v,1
764,冒牌,v,0
765,社保,j,0
765,基金,n,0
765,持续,vd,0
765,增持,v,0
765,东鹏特,nr,0
765,饮,v,0
766,过年,t,1
766,走赖,v,1
766,茅,n,1
767,赚,v,1
767,多万,m,1
767,加油,v,1
768,柚子,n,0
769,天天,t,1
769,做,v,1
770,搅,v,0
770,棍,ng,0
770,涨,v,0
770,散户,n,0
770,离场,n,0
771,投入,v,1
771,养老金,nr,1
771,涨,v,1
771,多万,m,1
771,力,n,1
772,这轮,r,0
772,杀出,v,0
772,恐慌,an,0
772,盘,q,0
772,反,v,0
772,抽,v,0
772,好几个,m,0
773,上车,n,0
773,坐等,v,0
773,拉升,v,0
774,概率,n,0
774,之间,f,0
774,止跌,v,0
775,绿毛,n,0
775,上行,v,0
775,多久,m,0
775,持续,vd,0
775,走,v,0
776,健康,a,0
776,请,v,0
776,饮酒,n,0
776,饮酒,n,0
776,损害,v,0
776,健康,a,0
776,资料,n,0
776,综,vn,0
777,够,zg,1
777,东西,ns,1
777,天天,t,1
777,做,v,1
777,算是,v,1
778,关注,v,1
778,漓泉,ns,1
778,啤酒,n,1
778,鱼,n,1
778,配酒,v,1
778,享受,v,1
779,消费,vn,0
779,供应链,n,0
779,渠道,n,0
779,品牌,n,0
779,产业链,n,0
779,中,f,0
779,品牌,n,0
779,利润,n,0
780,地产商,n,0
780,喜欢,v,0
780,喝,vg,0
781,散户,n,0
781,不宜,a,0
782,涨,v,1
782,大盘,n,1
782,涨,v,1
782,跌,v,1
782,大盘,n,1
782,惨,a,1
783,经济,n,1
783,酒,n,1
783,药,n,1
783,发展,vn,1
783,药酒,n,1
783,做,v,1
783,陪衬,v,1
784,喊,v,0
784,杀猪,v,0
784,盘,q,0
784,长,a,0
784,脑子,n,0
784,五粮液,n,0
785,买,v,1
785,真心,d,1
785,世界,n,1
785,第一,m,1
786,抓住,v,0
786,黄金,n,0
786,坑,n,0
786,第一,m,0
786,目标,n,0
786,填平,n,0
786,师姐,nr,0
786,信心,n,0
786,满满,v,0
787,底部,f,0
787,上涨,v,0
787,果断,d,0
787,介入,v,0
788,炒股,v,0
788,炒,v,0
788,贵,a,0
788,茅,n,0
788,回家,n,0
788,卖,v,0
788,红薯,n,0
788,炒股,v,0
788,炒,v,0
788,贵,a,0
788,茅,n,0
788,回,v,0
789,跷跷板,n,1
789,效应,n,1
789,追涨杀跌,l,1
789,两头,m,1
789,挨打,v,1
789,耐心,a,1
789,守住,v,1
790,卖出,v,1
790,评级,vn,1
790,目标价,n,1
790,操作,v,1
790,建议,n,1
790,空,a,1
790,仓,nr,1
790,戏,n,1
790,韭菜,n,1
790,梭哈,nrt,1
791,两,m,0
791,万亿,m,0
791,买,v,0
791,吃亏,v,0
791,买,v,0
791,上当,v,0
791,大笑,v,0
791,大笑,v,0
791,韭菜,n,0
791,韭菜,n,0
792,买,v,1
792,三倍,m,1
792,票,n,1
792,涨涨,v,1
792,涨涨,v,1
792,涨,v,1
793,北资,n,0
793,买,v,0
794,涨,v,1
794,大盘,n,1
794,涨,v,1
794,跌,v,1
794,大盘,n,1
794,惨,a,1
795,睡,v,0
795,太久,nr,0
795,醒醒,v,0
795,涨,v,0
796,转发,v,0
797,关键时刻,n,1
797,证券,n,1
797,顶上,f,1
798,镁,n,1
798,电池,n,1
798,异军突起,i,1
799,盖,v,0
799,遮羞布,i,0
799,元,m,0
800,茅茅,nr,1
800,安逸,nr,1
800,放开,v,1
800,第一步,m,1
800,茅,nr,1
800,茅带,n,1
800,大盘,n,1
801,转发,v,0
802,放手,v,1
802,放手,v,1
802,拉,v,1
802,干什么,l,1
803,精彩,n,1
804,卖空,n,1
804,卖空,n,1
804,随意,d,1
805,股,q,0
806,起飞,v,1
806,买入,v,1
806,买入,v,1
806,买入,v,1
806,买入,v,1
806,买入,v,1
807,涨,v,0
807,指数,n,0
807,涨,v,0
807,权重,n,0
807,涨,v,0
807,个股,n,0
807,几次,m,0
807,权重,n,0
807,搭台,v,0
807,个股,n,0
808,大盘,n,1
808,微笑,vn,1
809,超跌,v,0
809,一大堆,m,0
809,买,v,0
810,养老,nr,1
810,投资,vn,1
810,四个,m,1
810,理由,n,1
810,两,m,1
810,妙,a,1
810,招,v,1
811,股市,n,1
811,想,v,1
811,赚钱,v,1
811,买,v,1
811,便宜,a,1
812,买入,v,1
813,有个,r,0
813,缺口,n,0
813,补,v,0
814,恭喜,a,1
814,外资,n,1
814,套现,v,1
814,走,v,1
815,深圳市,ns,1
815,高工,n,1
815,锂电,nz,1
815,有限公司,n,1
815,年月日,t,1
815,注册资本,n,1
816,牛市,n,0
816,反弹,v,0
816,出货,v,0
816,进一步,d,0
816,下跌,v,0
816,股,q,0
817,跳命,vn,0
817,机会,n,0
818,保证,v,0
818,周一,t,0
818,跌停,v,0
818,保证,v,0
818,周一,t,0
818,跌停,v,0
818,保证,v,0
818,周一,t,0
818,跌停,v,0
818,保证,v,0
818,周一,t,0
819,茅坑,n,0
819,早,a,0
819,盘,q,0
819,出货,v,0
819,砸,v,0
820,搅,v,1
820,棍,ng,1
820,跌,v,1
820,坑害,n,1
820,股票,n,1
821,几十元,m,0
821,绩优股,n,0
821,接盘,v,0
821,天价,n,0
821,抱团,n,0
821,机构,n,0
822,中,f,1
822,万亿,m,1
822,市值,n,1
822,洗盘,v,1
823,走过,v,1
823,设置,vn,1
823,万,m,1
823,买到,v,1
823,缘分,n,1
824,五粮液,n,1
824,起飞,v,1
825,爆,v,1
825,迈向,v,1
825,新,a,1
825,征程,n,1
826,老茅,nr,1
826,先,d,1
826,走,v,1
827,短线,b,1
827,买入,v,1
827,反弹,v,1
827,回到,v,1
827,均线,n,1
827,卖出,v,1
827,远离,v,1
827,均线,n,1
828,虚晃一枪,i,0
828,夜壶,n,0
828,护盘,n,0
828,几分钟,m,0
829,加仓,v,0
830,品牌,n,1
830,价值,n,1
830,永远,d,1
830,王,nr,1
830,转摘,v,1
830,文,n,1
830,价值,n,1
830,事,n,1
831,高位,n,1
831,十字星,nz,1
832,坚定,a,0
832,持有,v,0
832,涨停,v,0
833,换,v,0
833,森赫,nr,0
833,股份,n,0
833,元,m,0
833,连续,a,0
833,张婷,nr,0
834,百花齐放,i,0
834,之江,ns,0
834,生物,n,0
834,疫情,n,0
834,龙头股,n,0
834,跌破,v,0
834,发行价,n,0
834,两年,m,0
835,跷跷板,n,1
835,效应,n,1
835,追涨杀跌,l,1
835,两头,m,1
835,挨打,v,1
835,耐心,a,1
835,守住,v,1
836,看好,v,0
836,买,v,0
836,没涨,v,0
836,没买,v,0
836,涨,v,0
836,次次,t,0
837,养老金,nr,0
837,能节,n,0
837,税,n,0
837,拿走,v,0
837,不谢,v,0
838,赚,v,1
838,养老,nr,1
838,钱,n,1
838,加油,v,1
839,观,vg,1
839,知,v,1
839,酒业,n,1
839,华润,nz,1
839,知,v,1
839,种子,n,1
839,华润,nz,1
839,继,v,1
839,创立,v,1
839,雪,n,1
840,自救,v,1
840,跌,v,1
841,空,n,1
841,卖空,n,1
841,肯定,v,1
841,道理,n,1
842,铁定,n,1
842,高开低走,l,1
843,天,q,0
843,冷,a,0
843,喝点酒,v,0
843,滴汗,n,0
843,滴汗,n,0
843,滴汗,n,0
844,清仓,nr,0
844,赚,v,0
844,一万,m,0
844,尾盘,n,0
845,主力,n,1
845,自救,v,1
845,行情,n,1
845,这轮,r,1
845,目标价,n,1
845,元,m,1
846,跳命,vn,1
846,机会,n,1
847,影响,vn,1
847,大盘,n,1
847,真实,d,1
847,指数,n,1
848,几天,m,1
848,涨,v,1
848,北上,f,1
848,资金,n,1
848,减持,v,1
848,估计,v,1
849,追高,v,1
849,被套,a,1
850,中线,n,0
850,中线,n,0
850,一手,m,0
850,赚,v,0
851,买,v,1
851,挖苦,v,1
851,盼,v,1
851,亏,v,1
852,做,v,0
852,差价,n,0
853,贪,v,1
853,贪,v,1
853,换,v,1
853,股,q,1
853,涨停,v,1
853,走,v,1
853,呆,v,1
853,买,v,1
854,吹,v,1
854,买,v,1
854,没亏,v,1
854,很快,d,1
855,高开,nr,0
855,货,n,0
855,跌,v,0
856,利好,a,1
856,卖出,v,1
856,绝佳,z,1
856,机会,n,1
857,产能,v,0
857,计划,n,0
857,吨,m,0
858,涨,v,1
858,稳,v,1
859,涨幅,n,0
859,卧槽,n,0
860,涨停,v,1
861,正宗,nz,0
861,特斯拉,nrt,0
861,充电,v,0
861,桩,q,0
861,合作,vn,0
861,公司,n,0
862,涨,v,0
863,张,q,1
863,美亚,ns,1
863,魅力,n,1
863,李老师,nr,1
863,深深,b,1
863,着迷,v,1
864,团队,n,0
864,空,n,0
864,卖空,n,0
865,张,q,1
865,美亚,ns,1
865,实力,n,1
866,转发,v,0
867,调整,vn,0
867,上证,j,0
867,现价,n,0
867,点,m,0
867,掉,v,0
867,点,q,0
868,上周,t,1
868,挺,d,1
868,有意思,l,1
868,前天,t,1
868,下跌,v,1
868,涨,v,1
868,逆转,v,1
868,颓,a,1
869,抱团,n,0
869,取暖,v,0
869,条,q,0
869,股市,n,0
869,里,f,0
869,大熊猫,n,0
869,禁酒令,n,0
869,紧,a,0
870,昨天,t,0
870,涨,v,0
870,百分之一,m,0
870,沪,j,0
870,股通,n,0
870,减持,v,0
871,股价,n,0
871,奇高,a,0
871,买,v,0
871,股票,n,0
871,早晚都会,nz,0
871,跌死,v,0
871,娘,n,0
871,嫁,v,0
872,卖空,n,0
872,问,v,0
873,利好,a,0
873,消费,vn,0
873,国院,n,0
873,联防,v,0
873,联控,j,0
873,机制,n,0
873,排除,v,0
873,再对,d,0
873,我国,r,0
874,漓泉,ns,0
874,啤酒,n,0
874,鱼,n,0
874,桂林,nr,0
874,特色菜,n,0
875,庄家,n,0
875,账面,n,0
875,丰厚,a,0
875,利润,n,0
875,没法,v,0
875,兑现,v,0
876,大盘,n,1
876,走,v,1
876,暖,a,1
876,茅,n,1
876,估计,v,1
876,反弹,v,1
876,目标,n,1
876,点位,n,1
877,股价,n,0
877,大幅,d,0
877,杀跌,v,0
877,已然,d,0
877,临近,v,0
878,被,p,0
878,中药,n,0
878,吊起来,l,0
878,毒打,n,0
878,这件,mq,0
878,事儿,n,0
878,午,t,0
879,股票,n,1
879,规则,n,1
879,分红,v,1
879,持续,vd,1
879,分红,v,1
879,分红,v,1
880,家里,s,0
880,六箱,m,0
880,银行,n,0
880,朋友,n,0
880,卖,v,0
880,基金,n,0
880,搞,v,0
881,雨,n,1
881,朦胧,a,1
881,提,v,1
881,建议,n,1
881,朋友,n,1
881,退出,v,1
881,股市,n,1
881,安心,v,1
881,上班,v,1
882,吃,v,1
882,计算,v,1
882,鸡,n,1
882,高,a,1
882,科鸡,n,1
882,元,m,1
882,鱼,n,1
882,揍,v,1
882,朋友,n,1
882,朋友,n,1
882,小心,n,1
883,卧龙,ns,0
883,复盘,v,0
883,大盘,n,0
883,挑,v,0
883,天线,n,0
884,股神,n,1
884,周末,t,1
884,利好,a,1
884,周一,t,1
884,想,v,1
885,年轻人,n,1
885,喜欢,v,1
885,人口老龄化,n,1
885,环境,n,1
885,带给,v,1
885,病害,n,1
885,化,n,1
886,今日,t,1
886,资金,n,1
886,流出,v,1
886,亿元,m,1
886,白天,t,1
886,北向,f,1
886,砸,v,1
886,盘,q,1
886,结,n,1
887,目标,n,1
887,位,q,1
888,股王,n,1
888,找回,v,1
888,春天,t,1
888,强壮,a,1
889,同志,n,1
889,市场,n,1
889,开启,v,1
889,新一轮,nz,1
889,牛市,n,1
889,行情,n,1
890,废话,n,0
890,市场,n,0
890,底部,f,0
890,确认,v,0
890,下周,t,0
890,股,q,0
890,上涨,v,0
890,时间,n,0
891,想,v,0
891,太,d,0
891,自我,r,0
891,麻醉,nr,0
891,先,d,0
891,透透气,n,0
892,机构,n,1
892,基金,n,1
892,玩,v,1
892,群众,n,1
892,基础,n,1
892,中,f,1
892,小股民,n,1
892,跟进,v,1
893,不论是,c,1
893,指数,n,1
893,权,n,1
893,票,n,1
893,调整,vn,1
893,到位,v,1
894,归来,v,1
894,依然,d,1
894,王者,n,1
894,追涨,v,1
894,目标,n,1
895,起飞,v,1
895,促销,v,1
895,买,v,1
895,两箱,m,1
895,屯,n,1
895,涨价,n,1
895,嘻嘻,z,1
896,缩量,n,0
896,小阴,n,0
896,终,d,0
896,六阳,ns,0
896,是否是,l,0
896,杀跌,v,0
896,征兆,n,0
897,明天,t,0
897,肯定,v,0
897,被,p,0
897,洗,v,0
898,加重,v,0
898,利空,n,0
898,餐饮,n,0
899,买,v,0
899,散户,n,0
899,顶板,n,0
899,顶板,n,0
899,风险,n,0
899,太,d,0
900,追高,v,0
900,亏损,vn,0
900,点,m,0
900,下方,f,0
900,股,q,0
900,至少,d,0
900,千股,m,0
900,底,f,0
901,明天,t,0
901,发财,v,0
902,明天,t,1
902,连涨,v,1
902,回到,v,1
902,小意思,nr,1
903,涨,v,1
903,大盘,n,1
903,涨,v,1
903,大盘,n,1
903,涨,v,1
903,涨,v,1
904,蛋兵,n,0
904,回来,v,0
905,这一,r,1
905,波大,ns,1
905,熊市,n,1
905,富豪,nr,1
905,没能,v,1
905,躲过,v,1
906,大盘,n,1
906,站稳,v,1
906,点,m,1
906,李大霄,nr,1
906,喊话,v,1
906,牛市,n,1
906,新起点,n,1
906,医药,n,1
906,基金,n,1
906,迎来,v,1
907,年轻,a,1
907,喜欢,v,1
907,酒,n,1
907,喜欢,v,1
908,北向,f,1
908,资金,n,1
908,今日,t,1
908,大幅,d,1
908,净,a,1
908,买入,v,1
908,亿元,m,1
908,抢筹,v,1
908,紫,n,1
909,像是,v,1
909,爷爷,n,1
909,身体,n,1
909,摇摇欲坠,i,1
910,地产,n,0
910,强,a,0
910,不知,v,0
910,地产,n,0
910,开发,v,0
910,招投标,j,0
910,工程,n,0
911,北向,f,1
911,资金,n,1
911,今日,t,1
911,大幅,d,1
911,净,a,1
911,买入,v,1
911,亿元,m,1
911,净,a,1
911,买入,v,1
912,街头,s,0
912,偶遇,n,0
913,双,m,0
913,网购,n,0
913,说,v,0
913,倒,v,0
913,消费,vn,0
913,说,v,0
914,兄弟,n,0
914,懂,v,0
914,帮,v,0
916,股价,n,1
917,复盘,v,0
917,个股,n,0
917,发现,v,0
918,倒,v,0
918,小站,n,0
918,贵,a,0
918,宴,ng,0
918,樽,ng,0
918,酒,n,0
919,明天,t,0
919,把酒,v,0
919,涨停,v,0
920,转发,v,0
921,转发,v,0
923,主动式,b,1
923,交易,n,1
923,技巧,n,1
924,木鱼,n,0
924,炒股,v,0
924,买,v,0
924,宾利,ns,0
924,双,n,0
925,有钱,v,0
925,买,v,0
925,长期,d,0
925,没什,l,0
926,股市,n,1
926,反攻,vn,1
926,旗帜,n,1
926,崛起,v,1
926,历史,n,1
927,北向,f,0
927,大幅,d,0
927,卖出,v,0
927,北向,f,0
927,持仓,v,0
927,四年,m,0
927,首次,m,0
927,跌破,v,0
928,元,m,0
928,真假,n,0
928,难,a,0
928,区分,n,0
928,买,v,0
928,元,m,0
928,钱,n,0
928,真,d,0
929,外资,n,0
929,炒作,v,0
929,流通,vn,0
929,市值,n,0
929,几千,m,0
929,亿,m,0
929,外资,n,0
929,减持,v,0
930,理论,n,1
930,未来,t,1
930,机会,n,1
930,越来越,d,1
930,风险,n,1
930,越来越,d,1
930,理由,n,1
931,说,v,1
931,最晚,t,1
931,回归,v,1
931,元,m,1
931,预期,vn,1
931,变化,vn,1
932,市场,n,0
932,越来越,d,0
932,萎缩,v,0
932,可怕,c,0
933,群众,n,1
933,买不起,v,1
933,酒,n,1
933,生活,vn,1
934,追高,v,0
934,太,d,0
934,危险,an,0
935,获,v,0
935,沪,j,0
935,股通,n,0
935,增持,v,0
935,万股,m,0
936,台积,n,0
936,电,n,0
936,稳居,v,0
936,市值,n,0
936,第大,nz,0
936,公司,n,0
936,宝座,nz,0
936,台积,n,0
936,电,n,0
936,市,n,0
937,带领,v,1
937,抄底,n,1
937,几天,m,1
937,绝望,v,1
937,点,m,1
937,地平线,n,1
938,预判,v,0
938,预判,vn,0
939,北向,f,1
939,资金,n,1
939,今日,t,1
939,大幅,d,1
939,净,a,1
939,买入,v,1
939,超,v,1
939,亿元,m,1
939,净,a,1
939,买入,v,1
939,额居,nrfg,1
940,操作,v,0
940,提示,v,0
940,大盘,n,0
940,有望,v,0
940,结束,v,0
940,调整,vn,0
940,展开,v,0
940,反弹,v,0
941,近三年,t,1
941,买入,v,1
941,投资者,n,1
941,亏损,vn,1
942,本周,t,1
942,融资,vn,1
942,净,a,1
942,买入,v,1
942,万元,m,1
942,居,v,1
942,酿酒,vn,1
942,行业,n,1
942,板块,n,1
943,茅哥,n,0
943,市值,n,0
943,第一,m,0
944,票,n,0
944,跌到,v,0
944,股友,n,0
944,怀疑,v,0
944,股生,n,0
945,倒下,v,1
945,千千万万,m,1
945,股票,n,1
945,新生,n,1
945,万物,n,1
945,复苏,v,1
946,股票,n,0
946,张跌,v,0
946,商品,n,0
946,密切相关,l,0
946,几天,m,0
946,酒,n,0
946,涨价,n,0
947,几年,m,1
947,买,v,1
947,一手,m,1
947,试试,vn,1
948,北向,f,1
948,资金,n,1
948,今日,t,1
948,大幅,d,1
948,净,a,1
948,买入,v,1
948,亿元,m,1
948,抢筹,v,1
948,紫,n,1
949,本周,t,0
949,获,v,0
949,沪,j,0
949,股通,n,0
949,增持,v,0
949,亿元,m,0
949,周内,t,0
949,增持,v,0
949,市值,n,0
949,两,m,0
949,市,n,0
950,未来,t,1
950,一段时间,l,1
950,亏,v,1
950,钱,n,1
950,行情,n,1
950,原因,n,1
951,招商银行,nt,0
951,上市,ns,0
951,市场,n,0
951,倍,m,0
951,市盈率,n,0
951,市值,n,0
951,亿,m,0
952,麻烦,an,0
952,问,n,0
952,最低,a,0
952,买,v,0
952,钱,n,0
952,股票,n,0
952,新,a,0
953,禁酒令,n,0
953,真的,d,0
953,这股,r,0
953,跌成,v,0
954,昨,t,1
954,斯,nr,1
954,收到,v,1
954,禁止,v,1
954,聚餐,n,1
954,明,a,1
955,歌尔茅,nrt,0
955,连续,a,0
955,跌停,v,0
955,逃命,v,0
956,讨厌,v,1
956,贵茅,ns,1
957,牛市,n,1
958,转发,v,0
959,酒,n,0
959,喝,vg,0
959,炒,v,0
960,周一,t,0
960,大跌,v,0
960,泸州,ns,0
960,京东,ns,0
960,闹,v,0
960,掰,v,0
960,双,n,0
960,遇冷,v,0
961,跳,v,0
961,空高开,nr,0
961,涨,v,0
961,该不该,v,0
961,见好就收,l,0
962,特斯拉,nrt,0
962,合作,vn,0
962,充电,v,0
962,桩,q,0
962,快讯,nz,0
962,特斯拉,nrt,0
962,全球,n,0
962,开,v,0
963,喝,vg,1
963,自酿,v,1
963,米酒,n,1
963,还好,v,1
963,便宜,a,1
963,好喝,v,1
964,买,v,0
964,赚钱,v,0
965,长虹,nz,0
965,美菱,nz,0
965,空气,n,0
965,源热泵,n,0
965,产品,n,0
965,在手,v,0
965,订单,n,0
965,充足,a,0
966,卖空,n,0
966,反弹,v,0
966,卖空,n,0
967,左手,m,0
967,右手,n,0
967,冰淇淋,nr,0
967,申请,v,0
967,古风,n,0
967,漫画,n,0
967,人物,n,0
967,商标,n,0
967,高位,n,0
968,美联储,j,0
968,懵圈,l,0
969,翻倍,d,1
969,几年,m,1
969,玩,v,1
969,一茅茅,i,1
969,做,v,1
969,底,f,1
969,做,v,1
969,高,a,1
969,马,n,1
970,珍爱,a,1
970,生命,vn,1
970,远离,v,1
970,酒,n,1
970,一类,m,1
970,致癌物,n,1
970,想要,v,1
970,吃,v,1
